Gene_Symbol	MCF10A_1_FPKM	MCF10A_2_FPKM	MCF10A_3_FPKM	MCF10A_4_FPKM	MDA_MB-231_1_FPKM	MDA_MB-231_2_FPKM	MDA_MB-231_3_FPKM	MDA_MB-231_4_FPKM	MDA_MB-231/MCF10A.fc	MDA_MB-231/MCF10A.baseMean	MDA_MB-231/MCF10A.lfcSE	MDA_MB-231/MCF10A.stat	MDA_MB-231/MCF10A.raw.pval	MDA_MB-231/MCF10A.bh.pval	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4	MCF10A_1_Read_Count	MCF10A_2_Read_Count	MCF10A_3_Read_Count	MCF10A_4_Read_Count	MDA_MB-231_1_Read_Count	MDA_MB-231_2_Read_Count	MDA_MB-231_3_Read_Count	MDA_MB-231_4_Read_Count
AK1	8.224024	10.699773	7.677592	9.789193	17.33946	16.675541	14.817947	15.476123	1.487486054	376.8308525	0.194108415	2.951320495	0.003164184	0.007423755	8.241719915	8.816877864	8.22014113	8.54601822	8.16726287	8.46615357	8.77601581	8.71386655	8.6386321	8.65140673	209	439	252	314	425	385	478	577
AK2	30.449872	45.988805	17.755273	45.293999	57.835738	68.648372	65.733584	64.575876	1.612342256	2272.831562	0.341732002	2.016662226	0.043730774	0.075386315	10.76489897	11.4541091	10.71292007	11.16834081	10.29137353	11.14785394	11.24233357	11.36256813	11.27885259	11.3153882	1155	2803	843	2155	2260	2515	3103	3845
AK4	2.314592	13.939797	2.154109	14.293478	16.374325	15.349766	17.213408	16.312264	1.613814613	1123.235734	0.628611618	1.0984125	0.272024407	0.357728744	9.747202364	10.43781625	8.82082839	10.28753462	8.77904028	10.30580879	10.23968929	10.14899485	10.28521962	10.20617934	181	1732	218	1391	1218	1071	1687	1839
AKT1	43.685287	51.856934	42.076939	48.931812	54.438267	63.188614	52.410294	61.429638	1.055452027	2078.009496	0.156065841	0.498898446	0.617850929	0.697701145	10.9813999	11.05951588	10.87854288	11.12959373	10.84834298	11.09126581	11.00299793	11.10279088	10.97003065	11.08088504	1456	2746	1811	2068	1757	1919	2227	3015
AKT2	18.559983	15.83861	11.968988	15.250273	19.941283	24.024626	13.377196	15.063354	-1.007859792	1165.571009	0.241248321	-0.046818785	0.962657657	0.973770702	10.1921049	10.18151805	10.26406313	10.27476987	9.91247431	10.22886086	10.28572051	10.39585486	9.94184629	10.00309398	1066	1515	904	1131	1137	1253	996	1277
ALAD	17.158894	15.164903	19.109672	14.675689	7.303618	7.189246	6.467657	6.781977	-2.730104943	532.9617331	0.098798778	-14.66573214	1.06858E-48	8.16712E-47	9.606532837	8.161658498	9.32622235	9.31365179	9.3904508	9.31076534	8.54964235	8.51075956	8.45654439	8.46563834	638	883	883	693	264	244	308	371
ALAS1	13.586774	7.189169	13.238915	6.993087	31.759638	32.408241	29.379582	32.889235	2.655795228	624.34361	0.191794754	7.347145239	2.02485E-13	2.3315E-12	8.416853266	9.824837874	8.8943675	8.57291948	8.87147133	8.55305711	9.56741065	9.56816279	9.51493224	9.57770132	346	319	434	244	789	768	981	1250
ALCAM	114.641203	103.520822	110.596385	107.094021	73.818723	111.283825	74.379687	109.987776	-1.391713039	6574.64967	0.179393756	-2.658184876	0.007856278	0.01677862	12.90153051	12.42463349	12.77611124	12.82619046	12.7577395	12.85278538	12.35174695	12.66947802	12.34961534	12.66191076	6130	9109	7746	7388	3848	5486	5057	8763
ABCD1	4.710737	3.265885	4.689757	2.797578	6.966557	4.493783	7.653825	3.992083	1.297989979	232.8748937	0.281230689	1.337973627	0.180905034	0.255088073	7.662868818	8.039448978	7.8472433	7.66316158	7.84378995	7.53973062	8.11856582	7.72440486	8.20097222	7.63120684	193	216	248	145	276	168	399	241
ALDH1B1	5.894345	23.220448	4.762894	21.831301	28.392002	35.962532	26.427958	35.275002	1.844007188	920.2423978	0.542190068	1.628292977	0.103462778	0.158164145	9.337780978	10.22087823	8.75100108	9.9271297	8.6184416	9.86791293	9.915867	10.09961842	9.85122574	10.08505261	202	1287	211	948	942	1122	1154	1779
ALDH1A3	0.787457	2.719841	0.883884	3.024918	0.813286	2.461992	1.163263	1.992961	-1.410653098	86.49418175	0.569032396	-0.872293481	0.383048293	0.474727822	6.6610365	6.165718956	5.78127248	6.83302484	5.84568777	6.92063627	5.75610027	6.53668639	5.98397099	6.36813398	32	178	46	155	32	91	60	119
ALDH3B1	30.151281	19.960408	45.227387	14.016938	25.111816	8.494558	23.565451	8.876678	-1.897010251	840.9492889	0.476189192	-1.939832928	0.052399997	0.088346338	10.10494961	9.181477268	9.94069158	9.66107825	10.32114653	9.36007406	9.70521093	8.82398535	9.62144182	8.83154706	973	998	1885	550	778	248	931	405
ALDH9A1	33.335094	25.983292	36.566555	25.782288	38.633167	38.500652	42.729961	41.583881	1.143103827	1169.751241	0.114630625	1.683288802	0.092319197	0.143942918	10.09265064	10.28492019	10.1563826	10.06677669	10.23566372	10.05670214	10.22111958	10.18910687	10.30720541	10.25807647	930	1173	1317	912	1044	978	1520	1708
ALDH3A2	101.561983	33.061143	97.079212	36.764708	18.639651	14.015434	19.641366	13.676562	-4.697403187	2169.626544	0.373993602	-5.967651359	2.40693E-09	1.7421E-08	11.80479434	9.572905864	11.75477895	10.81633717	11.71101125	10.92542294	10.17141268	9.94143324	10.21060581	9.92610981	4320	2227	5332	1983	750	531	1041	838
ABCD2	0.387903	0.060834	0.20399	0.077892	0.229759	0.087803	0.116175	0.066604	-1.61430872	11.29960848	0.700303327	-0.986596063	0.323840701	0.41358816	3.801065792	3.114386054	3.94847736	3.07932837	3.53924316	3.16518259	3.58122312	3.13561243	3.233543	3.02964234	24	6	16	6	14	5	9	6
ALDOA	469.998122	870.941741	434.602876	820.956457	927.490672	825.032911	868.862409	806.938072	1.105164437	16097.05407	0.31155294	0.463038622	0.643336684	0.720749431	13.90056401	14.04484815	13.56261533	14.20753361	13.50227421	14.1675108	14.08077307	13.95917098	14.02007115	13.92536348	8278	24855	9891	18711	15979	13520	19648	20948
ALDOC	9.418987	26.61862	10.001301	24.136938	9.762184	2.4582	9.672109	1.811204	-3.527641454	278.2191088	0.63201502	-2.877627709	0.004006777	0.009180959	8.759803123	6.942089557	7.70497657	8.77987418	7.75373775	8.68000906	7.67694947	6.70709256	7.66759544	6.53737768	174	793	238	564	175	42	228	50
AKR1B1	247.457095	129.580004	250.184539	133.888619	239.770286	85.280772	247.434289	88.682945	-1.313866729	3489.723461	0.424252689	-0.928265053	0.353270097	0.444194184	11.95240952	11.55859209	12.02900583	11.58718644	12.04007855	11.60319195	11.92749435	11.06528724	11.96138743	11.09598992	4054	3442	5295	2761	3770	1283	5158	2156
ALOX5AP	3.726743	7.179506	4.305415	11.357195	12.733131	0.91224	15.853918	1.1159	-1.204753855	98.52065304	0.767905738	-0.349962768	0.72636664	0.793550255	6.750225522	6.482037316	6.12153667	6.76247499	6.23749942	6.89665411	6.81209203	5.30239129	7.00982998	5.34821895	51	159	77	146	125	12	205	23
ALOX15B	1.197817	0.137686	0.964286	0.051076	30.142878	4.02178	28.181324	4.256104	24.65154339	286.3366945	0.899497887	5.140207814	2.74435E-07	1.45334E-06	4.484107619	9.104058427	6.11187255	5.24450539	5.978779	5.12772664	8.89510869	6.93052507	8.83499081	6.98364815	37	7	39	2	853	111	1061	190
AMD1	15.898085	37.313602	16.575156	39.240133	43.598863	63.925424	47.15853	70.421203	1.709587239	1863.934634	0.393125669	1.9679408	0.04907485	0.083342923	10.42600879	11.19974189	10.07748068	10.85459201	10.10198817	10.90486358	10.81808451	11.12515897	10.8750012	11.21646498	607	2260	811	1884	1606	2206	2259	3926
AMFR	20.20396	22.95331	21.499222	24.073441	21.953506	12.138623	11.473763	11.49608	-1.80818604	903.3766163	0.264996791	-3.224730076	0.001260915	0.003269382	10.1836489	9.330339537	9.8573955	10.09686601	9.91284341	10.1363757	9.86789688	9.37264663	9.35472937	9.31225025	811	1491	1115	1226	854	456	604	680
AMH	1.491315	1.7959	1.538164	0.873604	1.517239	1.589735	1.599253	1.506548	-1.08271462	37.31525213	0.286097083	-0.400748689	0.68860516	0.761406531	5.272167615	5.169389337	5.21603641	5.45747696	5.2497955	4.9652029	5.18933442	5.18604358	5.22427941	5.15208754	31	61	42	23	31	30	43	46
AMPD2	11.318638	10.778229	11.348758	10.005295	11.184731	8.877914	11.055998	10.207439	-1.234199242	534.7833679	0.109037654	-2.78413284	0.005367105	0.011930655	9.206496591	8.903215419	9.10549817	9.18456666	9.09756389	9.18457396	9.02371915	8.88918397	9.0177877	8.93112101	467	719	597	566	441	364	577	618
AMPD3	1.84681	0.776925	2.094987	0.519292	5.70855	3.395047	6.109972	3.585731	3.049700504	164.7549878	0.41200323	3.904502324	9.44195E-05	0.000316654	6.347122968	7.95478144	6.95567741	6.44160867	7.02336664	6.21081439	7.78936147	7.36122074	7.82547476	7.4100028	93	63	131	33	258	155	353	264
BIN1	81.650645	52.487371	81.463382	49.887805	38.073415	32.725526	36.09867	31.741435	-2.164070958	1550.871899	0.181520726	-6.135650889	8.48112E-10	6.49221E-09	11.05079449	9.937157963	10.98369053	10.70274872	10.97234443	10.63915637	10.2656752	10.11572987	10.22781682	10.09480803	2062	2122	2628	1554	940	757	1182	1188
AMT	2.525953	0.308434	1.795624	0.520364	0.712072	0.418605	0.717849	0.13336	-2.789460791	26.32069714	0.703370295	-2.104135311	0.035366645	0.062708798	5.274750034	3.799946404	5.32760419	4.05823673	5.06269112	4.33058524	4.36644464	4.09909359	4.38173147	3.66245926	60	13	56	17	17	10	23	5
ANG	4.722906	2.851561	5.024235	3.185323	3.094689	1.075477	3.741113	0.341904	-2.176121188	50.6743411	0.616801072	-1.818672103	0.06896147	0.112048785	6.116779843	4.997866785	5.90627066	5.61468255	5.95859567	5.70720255	5.51653243	4.87665582	5.66869375	4.41700032	65	63	89	56	41	14	66	7
ANGPT1	46.418734	10.236577	50.227331	9.535098	2.39182	0.260731	2.341263	0.411263	-22.922647	892.7836228	0.757485628	-5.965396009	2.44041E-09	1.76118E-08	10.74054252	6.222339562	10.43385514	9.0607398	10.5180511	8.99096843	7.7460113	6.80156572	7.72458756	6.89547837	2202	782	3075	571	114	12	146	31
ANK1	0.366295	0.238279	0.408179	0.371855	1.34471	1.634549	1.247948	1.810747	3.589092954	97.33657054	0.236952353	7.780548564	7.22107E-15	9.6346E-14	5.412051536	7.248825983	5.9048506	5.7249475	5.96686584	6.00209216	6.80655295	6.97222816	6.68572519	7.03197235	35	37	50	45	120	141	137	242
ANK2	0.042725	0.039292	0.038247	0.08237	0.475141	0.099046	0.524711	0.184303	5.263442542	34.37818779	0.602510686	3.976704073	6.9877E-05	0.000240214	3.460913022	5.851625992	4.10442218	4.13017577	4.04150582	4.47831582	5.62355824	4.45851997	5.71334906	4.84548434	7	11	8	17	74	15	107	44
ANK3	2.725686	1.369555	1.65045	0.930575	0.081836	0.016788	0.072293	0.052753	-23.30822968	139.6268554	0.40487749	-11.22010397	3.24888E-29	1.09972E-27	8.065028736	3.517355326	7.59851747	7.08544399	7.55566333	7.07717147	5.28621031	4.82072655	5.22596025	4.98288789	283	234	349	183	15	3	18	12
SLC25A4	5.21732	9.502267	5.228459	9.342618	5.470124	9.500835	5.990893	10.508619	-1.118343327	453.7134385	0.351356795	-0.459257258	0.646049437	0.723132886	8.904077979	8.742685862	8.49436873	9.11842002	8.49411597	9.09899479	8.47528968	8.90100012	8.54453292	8.99137612	258	758	333	584	262	427	377	763
SLC25A5	156.280853	126.614098	161.429169	126.625069	319.289368	374.529083	325.084808	381.980621	2.10532839	4307.004507	0.095511842	11.24515312	2.44672E-29	8.397E-28	11.43782561	12.51171995	11.69341057	11.63898852	11.72005635	11.63551632	12.24092731	12.35482183	12.25627043	12.37583067	2354	3087	3140	2419	4660	5141	6246	8477
SLC25A6	150.191833	101.998268	144.642838	95.4431	207.067276	130.305222	197.612411	123.317528	1.159739569	2820.647336	0.241206893	0.886379605	0.375413006	0.466904337	11.35093423	11.56477048	11.50545973	11.29756816	11.47367287	11.23893774	11.72697201	11.29589402	11.68409167	11.25278423	2485	2732	3091	2003	3320	1965	4171	3006
ANXA1	269.284729	231.56311	261.437195	229.316116	350.496674	475.468567	346.126892	450.802368	1.398617116	6589.281379	0.132002897	3.666594272	0.000245802	0.00075301	12.42370681	12.90770055	12.53572044	12.52835018	12.5116432	12.51662501	12.69916974	12.93889502	12.68756295	12.89386241	4612	6418	5782	4981	5816	7421	7561	11374
ANXA2	1101.357238	1645.598812	1073.869493	1660.134183	694.608254	946.727266	720.437118	1297.462845	-1.766604092	25485.72017	0.297292309	-2.761520345	0.005753293	0.01269547	14.99027199	14.16927127	14.55013034	15.04254717	14.53504745	15.02733463	14.12329713	14.32962694	14.15183546	14.62420492	19856	48325	25176	37418	12273	15452	16774	35271
ANXA2P1	6.417052	10.482551	5.662935	9.76651	4.671834	6.171328	4.559087	6.564042	-1.759763785	126.1835677	0.308782159	-2.640637629	0.008275018	0.017550001	7.330120205	6.515006182	6.88427661	7.41462745	6.78293501	7.34625913	6.58582506	6.77220418	6.57103179	6.81551571	97	255	110	186	68	85	88	145
ANXA2P2	166.248718	244.374771	165.440811	245.624222	110.002861	143.336319	110.892601	142.19545	-1.933282537	3000.222588	0.243753646	-3.901695461	9.55213E-05	0.000319923	11.94937618	10.99836503	11.49633253	11.9688678	11.49263733	11.96940156	11.09638499	11.28274133	11.1018055	11.27872768	2429	5777	3121	4550	1557	1908	2066	3060
ANXA2P3	8.546081	14.896019	9.777626	16.073296	3.860811	5.842618	4.535699	5.937669	-2.90378189	165.292434	0.313651894	-4.903311989	9.42341E-07	4.5765E-06	7.942111912	6.403497921	7.23654044	7.84591353	7.35152309	7.91143534	6.59957433	6.86451579	6.70394234	6.87042678	129	363	191	307	57	81	88	132
ANXA3	3.315294	12.050819	2.009998	11.321054	92.524094	83.976212	93.497871	87.246437	10.14470763	981.799807	0.551813692	6.057579631	1.38185E-09	1.02972E-08	7.460257497	10.80372658	7.82536746	8.67477582	7.62502876	8.62880149	10.27700014	10.14857594	10.28662814	10.18946476	60	352	47	260	1618	1381	2152	2319
ANXA4	35.299681	24.605815	20.374078	42.004113	36.311971	22.667506	21.981939	22.868739	-1.501843179	942.0878973	0.232852768	-2.519764665	0.011743332	0.023938107	10.14336547	9.556869464	10.019339	10.00550899	9.80755458	10.20735077	9.90691257	9.48470134	9.74056666	9.49924003	935	1292	944	1275	855	498	926	818
ANXA5	350.928436	777.694519	356.835541	816.463562	592.410828	518.295715	630.103271	542.712097	-1.213113975	12496.44729	0.366042687	-0.761427867	0.446401548	0.537081617	13.74186206	13.4631595	13.17681943	13.95948373	13.18958493	13.99768056	13.53727022	13.39796953	13.58933412	13.43841202	6256	22439	8215	18460	10232	8421	14328	14255
ANXA6	20.365362	25.086945	20.313171	24.864693	122.803125	81.326759	109.004792	88.602378	3.740244614	2348.033595	0.2169094	8.773859635	1.72644E-18	3.14605E-17	9.952022598	11.85547615	10.25438899	10.51456117	10.25281587	10.50409873	11.71193566	11.30040006	11.59762414	11.37562362	680	1355	876	1052	3947	2473	4613	4326
ANXA7	34.86784	39.983513	35.088612	40.345184	55.776672	61.31086	60.411648	62.837558	1.355262241	1592.897947	0.143531682	3.055576526	0.002246283	0.005478731	10.40145703	10.84019137	10.36734088	10.59793534	10.37235914	10.60239926	10.70103154	10.75409045	10.76953381	10.77824736	961	1782	1248	1410	1489	1539	2122	2549
ANXA11	57.255884	48.444336	57.481524	33.686626	72.673923	76.195491	100.297436	55.524689	1.309600535	2148.362851	0.220756819	1.762694431	0.077952041	0.124705097	10.8613102	11.25055767	11.03039802	10.95814535	11.01220651	10.71489556	11.15715264	11.14633765	11.39235836	10.90292855	1722	2219	2175	1287	2076	1994	3583	2411
AOX1	33.797539	34.336948	34.57922	33.088852	13.825775	29.829205	14.101546	31.33674	-1.797178752	1888.958894	0.303905742	-2.782882297	0.005387835	0.011967321	11.24518611	10.39931497	10.99945666	11.14147434	11.02041774	11.10370213	10.2124254	10.79986555	10.22633875	10.84476319	1859	3057	2456	2308	737	1496	990	2540
APAF1	4.198288	4.892269	4.296988	4.804914	2.710461	5.179641	2.937836	5.906196	-1.280771393	422.4986281	0.287714616	-1.240858021	0.214658203	0.294481689	8.89061164	8.532874054	8.67429917	8.91226025	8.69365245	8.90998747	8.26959091	8.76371982	8.32929126	8.87939768	337	624	445	490	211	379	301	698
NUDT2	12.244079	10.951547	14.225765	10.25237	14.307831	18.39574	12.786763	16.366894	1.097740623	181.1019263	0.175240151	0.767730509	0.442647307	0.533690002	7.431632638	7.566531263	7.4817134	7.42340909	7.54928317	7.36877958	7.46600199	7.63896856	7.36882548	7.63647938	147	192	206	141	150	180	175	289
APBB1	6.803665	3.410997	5.372648	3.112955	5.362636	3.423267	3.971567	3.714344	-1.39355429	153.6351815	0.247967221	-1.930776195	0.053510735	0.09009358	7.484034103	7.002739337	7.65242342	7.18864639	7.44471431	7.11478148	7.19513433	7.00140047	7.13745509	7.06559095	205	166	208	119	124	94	152	165
APBB2	48.360598	53.544345	49.614361	55.185132	17.200605	16.119581	18.132186	16.623477	-3.590508734	4292.959271	0.138622625	-13.30366003	2.20409E-40	1.28451E-38	12.71330095	10.86906699	12.2504219	12.4761032	12.27361879	12.50067736	11.31601574	11.23647327	11.35587641	11.26792089	4822	8622	6381	6965	1654	1446	2297	2432
APC	5.283562	5.236645	5.261055	5.232289	4.518813	5.120052	4.245249	4.996487	-1.306699545	728.1851923	0.109755583	-3.516244384	0.000437698	0.001259375	9.687903346	9.302796025	9.55214107	9.66584906	9.54979807	9.66314647	9.36209649	9.43793926	9.3117015	9.41944337	638	1022	821	802	529	564	655	889
APEH	20.816494	22.661901	19.231781	22.064669	25.211391	24.652559	25.438036	22.147661	-1.02475877	841.3110876	0.147414791	-0.239354112	0.810831009	0.862266924	9.733566452	9.699220227	9.64499598	9.83758464	9.57920618	9.81100449	9.74652599	9.69825591	9.75268056	9.61146577	641	1128	764	861	752	691	998	1004
APEX1	157.735285	61.030233	151.787244	56.381253	86.762704	115.240044	139.911847	183.475475	1.078645144	2410.053221	0.373739484	0.292236506	0.770105801	0.829091772	11.17935631	11.28828657	11.47947679	10.79565082	11.44765382	10.73429696	10.90470505	11.11366631	11.30786375	11.52418901	2716	1702	3383	1238	1446	1810	3071	4652
BIRC2	19.210478	17.02263	20.079184	18.21792	18.210916	43.607276	17.92211	40.514845	1.314014134	1187.193453	0.302684459	1.30162214	0.193045588	0.269317777	10.00296873	10.39690184	10.03734674	10.05278147	10.07470613	10.10493291	9.93253916	10.60593054	9.91840747	10.54639362	818	1170	1104	980	749	1584	970	2391
BIRC3	4.965657	3.243206	5.816178	3.360118	81.639549	62.167255	53.823162	63.078842	12.99632486	2999.920229	0.213655694	17.31773085	3.45724E-67	5.33928E-65	8.743833011	12.44375633	9.78960595	9.62042166	9.88983101	9.63926705	12.09496284	11.7889423	11.67978648	11.80669161	383	405	579	329	6096	4366	5291	7162
XIAP	8.341482	7.776183	9.015933	8.251318	7.290832	9.026443	13.474209	9.65046	-1.026655115	1005.991474	0.188095935	-0.201767345	0.840098611	0.885512598	9.993603214	9.954942517	9.92130855	9.98028419	9.98858031	10.02928562	9.75297909	9.89960228	10.20839042	9.9142735	786	1183	1098	986	666	775	1504	1271
BIRC5	10.714195	9.266413	10.329868	7.363577	24.918245	61.013029	25.624269	59.831772	3.860321683	867.4642506	0.338025351	5.765014568	8.16508E-09	5.42363E-08	8.479599404	10.42833217	8.9633622	8.96391546	8.93374061	8.78625655	9.58620073	10.37948349	9.61230243	10.37241667	315	443	391	273	705	1616	957	2584
APLP1	7.645126	11.597447	5.833063	10.500829	1.211744	0.938046	1.148964	0.659575	-10.60082415	180.4268532	0.350969498	-9.704844864	2.87513E-22	6.8181E-21	8.364427655	4.967481318	7.55396547	8.08908543	7.30544712	7.98647738	6.08791917	5.9115503	6.02825481	5.7332335	215	525	211	373	34	24	41	28
APLP2	339.087227	261.900495	341.163402	260.617794	292.7988	257.040006	273.478855	226.194414	-1.323098137	13497.03056	0.126664959	-3.188885688	0.001428223	0.003660174	13.90819379	13.50434481	13.87778829	13.77477637	13.88224677	13.76757578	13.68804955	13.55099675	13.63651346	13.45624397	13465	16811	17463	13123	11267	9315	13974	13377
APOC1	0.816194	3.480173	1.295354	3.403095	21.899817	3.245543	17.787575	3.183285	3.831245856	57.97228029	0.730361322	2.653225945	0.007972648	0.016986044	4.581426648	6.523613851	4.51896732	5.30471899	4.64393115	5.29231121	6.49505433	5.09107794	6.49468255	5.08331154	7	44	13	34	135	23	177	37
APP	280.856316	198.9474	222.918901	159.497345	214.327328	154.856102	213.142669	116.565174	-1.435884302	9397.532718	0.255547244	-2.042438413	0.041108063	0.071463362	13.43554321	12.91364512	13.50755152	13.32465991	13.3004045	13.12442572	13.19762895	12.89794401	13.19075696	12.66846738	11249	12883	11521	8055	8258	5621	10795	6772
APRT	43.536288	52.595923	42.050034	51.202458	73.971281	69.101059	76.035957	65.305283	1.259011688	586.2608988	0.176799469	1.879483458	0.06017851	0.099492238	9.019138748	9.35245039	8.95420471	9.22408677	8.92109856	9.20580795	9.34453675	9.2327964	9.34447563	9.19403086	365	710	452	547	605	517	797	796
FAS	11.432822	15.02095	12.215348	15.771662	1.303952	2.001316	1.136506	2.140955	-9.726277288	431.4509729	0.272728247	-12.03354534	2.36771E-33	9.91627E-32	9.612010153	6.328543172	8.81805898	9.21582535	8.88122151	9.2606395	7.09779994	7.3362087	7.01443893	7.37206713	502	1063	692	876	56	81	64	139
SHROOM2	1.175404	1.466157	1.371336	1.440655	5.88369	14.56104	5.88675	14.619375	4.793827312	426.6317775	0.243282753	9.29444408	1.47977E-20	3.07816E-19	7.200972796	9.463792021	7.61320764	7.86051118	7.68734814	7.84371153	8.82451028	9.25450951	8.8139027	9.23787589	98	198	142	152	474	730	617	1155
AQP1	0.772541	2.661498	0.839843	2.229541	1.308833	0.575514	1.198582	0.81685	-1.991644687	53.8241268	0.521008335	-1.907762746	0.056421888	0.094214411	6.162277945	5.171081999	5.28911992	6.32578812	5.33123937	6.16523844	5.58774298	5.0671573	5.51444839	5.24589205	26	140	36	92	42	18	50	40
AQP3	3.611472	1.364497	3.571775	0.977417	13.268579	5.775484	15.150214	5.752369	3.745958503	141.405568	0.50887233	3.744229752	0.000180948	0.0005725	5.898665594	7.801884421	6.64558912	6.02736146	6.57108986	5.85106013	7.61941074	6.86074648	7.82545279	6.93048093	76	43	89	24	246	101	402	177
